"Transcript.stable.ID","Strand","GENE_SYMBOL","GENE_NAME","CYTOBAND"
"ENST00000456849","+","PAPSS2","3'-phosphoadenosine 5'-phosphosulfate synthase 2","hs|10q23.31"
"ENST00000456850","-","IL2RG","interleukin 2 receptor, gamma","hs|Xq13.1"
"ENST00000456861","-","BTG4","B-cell translocation gene 4","hs|11q23.1"
"ENST00000456883","-","GOLGA3","golgin A3","hs|12q24.33"
"ENST00000456890","+","LOC100287704","uncharacterized LOC100287704","hs|7q11.21"
"ENST00000456936","-","TMED7","transmembrane emp24 protein transport domain containing 7","hs|5q22.3"
"ENST00000456949","-","LOC100292909","uncharacterized LOC100292909","hs|2p25.3"
"ENST00000456958","+","C19orf79","chromosome 19 open reading frame 79","hs|19p13.2"
"ENST00000456967","-","FLJ31813","FAM21B pseudogene","hs|10q11.23"
"ENST00000456970","-","ABCC6","ATP-binding cassette, sub-family C (CFTR/MRP), member 6","hs|16p13.11"
"ENST00000457008","-","ERN2","endoplasmic reticulum to nucleus signaling 2","hs|16p12.2"
"ENST00000457059","+","DYNC1I1","dynein, cytoplasmic 1, intermediate chain 1","hs|7q21.3"
"ENST00000457075","-","LOC100506687","uncharacterized LOC100506687","hs|1p36.13"
"ENST00000457095","+","RIBC1","RIB43A domain with coiled-coils 1","hs|Xp11.22"
"ENST00000457105","-","FBXW4","F-box and WD repeat domain containing 4","hs|10q24.32"
"ENST00000457138","+","DDX3X","DEAD (Asp-Glu-Ala-Asp) box polypeptide 3, X-linked","hs|Xp11.4"
"ENST00000457138","+","DDX3X","DEAD (Asp-Glu-Ala-Asp) box polypeptide 3, X-linked","hs|Xp11.4"
"ENST00000457156","-","HNRNPK","heterogeneous nuclear ribonucleoprotein K","hs|9q21.32"
"ENST00000457257","-","FAM195B","family with sequence similarity 195, member B","hs|17q25.3"
"ENST00000457296","-","FGR","Gardner-Rasheed feline sarcoma viral (v-fgr) oncogene homolog","hs|1p36.11"
"ENST00000457308","-","DHX57","DEAH (Asp-Glu-Ala-Asp/His) box polypeptide 57","hs|2p22.1"
"ENST00000457312","-","SF3B4","splicing factor 3b, subunit 4, 49kDa","hs|1q21.2"
"ENST00000457326","+","CAPNS2","calpain, small subunit 2","hs|16q12.2"
"ENST00000457354","+","TMX1","thioredoxin-related transmembrane protein 1","hs|14q22.1"
"ENST00000457361","-","IKZF2","IKAROS family zinc finger 2 (Helios)","hs|2q34"
"ENST00000457361","-","IKZF2","IKAROS family zinc finger 2 (Helios)","hs|2q34"
"ENST00000457363","-","ANKRD60","ankyrin repeat domain 60","hs|20q13.32"
"ENST00000457444","-","PSMA2","proteasome (prosome, macropain) subunit, alpha type, 2","hs|7p14.1"
"ENST00000457488","-","DAPK2","death-associated protein kinase 2","hs|15q22.31"
"ENST00000457560","+","ALPI","alkaline phosphatase, intestinal","hs|2q37.1"
"ENST00000457596","+","UPP1","uridine phosphorylase 1","hs|7p12.3"
"ENST00000457606","-","SRI","sorcin","hs|7q21.12"
"ENST00000457647","-","LOC729121","uncharacterized LOC729121","hs|2q12.3"
"ENST00000457649","+","LOC100128098","uncharacterized LOC100128098","hs|10p12.33"
"ENST00000457674","-","ZNF812","zinc finger protein 812","hs|19p13.2"
"ENST00000457689","+","C16orf55","chromosome 16 open reading frame 55","hs|16q24.3"
"ENST00000457692","+","SERPINB2","serpin peptidase inhibitor, clade B (ovalbumin), member 2","hs|18q21.33"
"ENST00000457696","+","RABGAP1L","RAB GTPase activating protein 1-like","hs|1q25.1"
"ENST00000457765","+","LPPR4","lipid phosphate phosphatase-related protein type 4","hs|1p21.2"
"ENST00000457780","-","BRD1","bromodomain containing 1","hs|22q13.33"
"ENST00000457797","+","PNPLA1","patatin-like phospholipase domain containing 1","hs|6p21.31"
"ENST00000457811","+","RAD23B","RAD23 homolog B (S. cerevisiae)","hs|9q31.2"
"ENST00000457814","+","CXCR6","chemokine (C-X-C motif) receptor 6","hs|3p21.31"
"ENST00000457817","+","IL1R2","interleukin 1 receptor, type II","hs|2q11.2"
"ENST00000457823","+","SMARCAD1","SWI/SNF-related, matrix-associated actin-dependent regulator of chromatin, subfamily a, containing DEAD/H box 1","hs|4q22.3"
"ENST00000457855","+","BRPF1","bromodomain and PHD finger containing, 1","hs|3p25.3"
"ENST00000457866","-","AHI1","Abelson helper integration site 1","hs|6q23.3"
"ENST00000457918","+","HAX1","HCLS1 associated protein X-1","hs|1q21.3"
"ENST00000457928","-","TBL1XR1","transducin (beta)-like 1 X-linked receptor 1","hs|3q26.32"
"ENST00000457928","-","TBL1XR1","transducin (beta)-like 1 X-linked receptor 1","hs|3q26.32"
"ENST00000457992","+","CYTH4","cytohesin 4","hs|22q13.1"
"ENST00000458022","-","SHF","Src homology 2 domain containing F","hs|15q21.1"
"ENST00000458034","-","RFX3","regulatory factor X, 3 (influences HLA class II expression)","hs|9p24.2"
"ENST00000458043","+","OTOGL","otogelin-like","hs|12q21.31"
"ENST00000458059","+","TMEM188","transmembrane protein 188","hs|16q12.1"
"ENST00000458059","+","TMEM188","transmembrane protein 188","hs|16q12.1"
"ENST00000458064","+","NUCB2","nucleobindin 2","hs|11p15.1"
"ENST00000458085","-","CAPN13","calpain 13","hs|2p23.1"
"ENST00000458143","-","ZNF746","zinc finger protein 746","hs|7q36.1"
"ENST00000458153","+","MKLN1","muskelin 1, intracellular mediator containing kelch motifs","hs|7q32.3"
"ENST00000458191","-","HUS1","HUS1 checkpoint homolog (S. pombe)","hs|7p12.3"
"ENST00000458198","-","CDKN2AIPNL","CDKN2A interacting protein N-terminal like","hs|5q31.1"
"ENST00000458235","-","JAK3","Janus kinase 3","hs|19p13.11"
"ENST00000458253","-","LOC100506421","uncharacterized LOC100506421","hs|2q12.1"
"ENST00000458257","+","FAM188B","family with sequence similarity 188, member B","hs|7p14.3"
"ENST00000458270","+","ZNF623","zinc finger protein 623","hs|8q24.3"
"ENST00000458275","-","SLC25A41","solute carrier family 25, member 41","hs|19p13.3"
"ENST00000458276","+","ABHD5","abhydrolase domain containing 5","hs|3p21.33"
"ENST00000458341","+","SP140L","SP140 nuclear body protein-like","hs|2q37.1"
"ENST00000458385","-","KIAA1430","KIAA1430","hs|4q35.1"
"ENST00000458420","+","CLSTN2","calsyntenin 2","hs|3q23"
"ENST00000458431","-","TDRKH","tudor and KH domain containing","hs|1q21.3"
"ENST00000458508","+","PLEKHG2","pleckstrin homology domain containing, family G (with RhoGef domain) member 2","hs|19q13.2"
"ENST00000458549","-","TMEM64","transmembrane protein 64","hs|8q21.3"
"ENST00000458549","-","TMEM64","transmembrane protein 64","hs|8q21.3"
"ENST00000458549","-","TMEM64","transmembrane protein 64","hs|8q21.3"
"ENST00000458570","-","ZMAT1","zinc finger, matrin-type 1","hs|Xq22.1"
"ENST00000458578","+","UBE2L3","ubiquitin-conjugating enzyme E2L 3","hs|22q11.21"
"ENST00000458578","+","UBE2L3","ubiquitin-conjugating enzyme E2L 3","hs|22q11.21"
"ENST00000458605","-","RRP7B","ribosomal RNA processing 7 homolog B (S. cerevisiae)","hs|22q13.2"
"ENST00000458626","+","C1orf226","chromosome 1 open reading frame 226","hs|1q23.3"
"ENST00000458649","-","AMBRA1","autophagy/beclin-1 regulator 1","hs|11p11.2"
"ENST00000458672","-","DPY19L2","dpy-19-like 2 (C. elegans)","hs|12q14.2"
"ENST00000458672","-","DPY19L2","dpy-19-like 2 (C. elegans)","hs|12q14.2"
"ENST00000458714","+","ZNF575","zinc finger protein 575","hs|19q13.31"
"ENST00000458714","+","ZNF575","zinc finger protein 575","hs|19q13.31"
"ENST00000459625","-","HDAC7","histone deacetylase 7","hs|12q13.11"
"ENST00000459625","-","HDAC7","histone deacetylase 7","hs|12q13.11"
"ENST00000459637","-","COX7A2","cytochrome c oxidase subunit VIIa polypeptide 2 (liver)","hs|6q14.1"
"ENST00000459640","+","NECAP2","NECAP endocytosis associated 2","hs|1p36.13"
"ENST00000459672","+","OGDH","oxoglutarate (alpha-ketoglutarate) dehydrogenase (lipoamide)","hs|7p13"
"ENST00000459681","+","RNASEH2B","ribonuclease H2, subunit B","hs|13q14.3"
"ENST00000459707","+","PRCC","papillary renal cell carcinoma (translocation-associated)","hs|1q23.1"
"ENST00000459712","-","ITGB6","integrin, beta 6","hs|2q24.2"
"ENST00000459716","-","N4BP2L1","NEDD4 binding protein 2-like 1","hs|13q13.1"
"ENST00000459775","+","USP39","ubiquitin specific peptidase 39","hs|2p11.2"
"ENST00000459782","-","SEC63","SEC63 homolog (S. cerevisiae)","hs|6q21"
"ENST00000459846","+","KLHDC8B","kelch domain containing 8B","hs|3p21.31"
"ENST00000459860","+","SSNA1","Sjogren syndrome nuclear autoantigen 1","hs|9q34.3"
"ENST00000459894","+","SFXN2","sideroflexin 2","hs|10q24.32"
"ENST00000459912","-","ASB13","ankyrin repeat and SOCS box containing 13","hs|10p15.1"
"ENST00000459912","-","ASB13","ankyrin repeat and SOCS box containing 13","hs|10p15.1"
"ENST00000459922","+","IGSF5","immunoglobulin superfamily, member 5","hs|21q22.2"
"ENST00000459925","+","C16orf86","chromosome 16 open reading frame 86","hs|16q22.1"
"ENST00000459979","+","HOXD3","homeobox D3","hs|2q31.1"
"ENST00000459986","-","MYH10","myosin, heavy chain 10, non-muscle","hs|17p13.1"
"ENST00000459992","-","SCML4","sex comb on midleg-like 4 (Drosophila)","hs|6q21"
"ENST00000460000","+","RGS3","regulator of G-protein signaling 3","hs|9q32"
"ENST00000460013","+","SLC25A5","solute carrier family 25 (mitochondrial carrier; adenine nucleotide translocator), member 5","hs|Xq24"
"ENST00000460013","+","SLC25A5","solute carrier family 25 (mitochondrial carrier; adenine nucleotide translocator), member 5","hs|Xq24"
"ENST00000460020","+","PFKL","phosphofructokinase, liver","hs|21q22.3"
"ENST00000460032","+","EIF2S3","eukaryotic translation initiation factor 2, subunit 3 gamma, 52kDa","hs|Xp22.11"
"ENST00000460054","-","HLA-DOA","major histocompatibility complex, class II, DO alpha","hs|6p21.32"
"ENST00000460064","+","CCDC50","coiled-coil domain containing 50","hs|3q28"
"ENST00000460065","-","C1orf194","chromosome 1 open reading frame 194","hs|1p13.3"
"ENST00000460096","+","LPIN1","lipin 1","hs|2p25.1"
"ENST00000460110","-","NUDCD3","NudC domain containing 3","hs|7p13"
"ENST00000460115","+","NBR2","neighbor of BRCA1 gene 2 (non-protein coding)","hs|17q21.31"
"ENST00000460115","+","ARL17A","ADP-ribosylation factor-like 17A","hs|17q21.31"
"ENST00000460122","-","PSMB8","proteasome (prosome, macropain) subunit, beta type, 8 (large multifunctional peptidase 7)","hs|6p21.32"
"ENST00000460124","-","AKR1C1","aldo-keto reductase family 1, member C1 (dihydrodiol dehydrogenase 1; 20-alpha (3-alpha)-hydroxysteroid dehydrogenase)","hs|10p15.1"
"ENST00000460124","-","AKR1C1","aldo-keto reductase family 1, member C1 (dihydrodiol dehydrogenase 1; 20-alpha (3-alpha)-hydroxysteroid dehydrogenase)","hs|10p15.1"
"ENST00000460141","-","LY6G5C","lymphocyte antigen 6 complex, locus G5C","hs|6p21.33"
"ENST00000460143","+","KYNU","kynureninase","hs|2q22.2"
"ENST00000460145","+","WDFY2","WD repeat and FYVE domain containing 2","hs|13q14.3"
"ENST00000460184","-","STYXL1","serine/threonine/tyrosine interacting-like 1","hs|7q11.23"
"ENST00000460212","-","N6AMT1","N-6 adenine-specific DNA methyltransferase 1 (putative)","hs|21q21.3"
"ENST00000460231","+","PCNP","PEST proteolytic signal containing nuclear protein","hs|3q12.3"
"ENST00000460236","+","PHF20L1","PHD finger protein 20-like 1","hs|8q24.22"
"ENST00000460241","-","PRSS50","protease, serine, 50","hs|3p21.31"
"ENST00000460248","-","PON3","paraoxonase 3","hs|7q21.3"
"ENST00000460259","+","NDUFV3","NADH dehydrogenase (ubiquinone) flavoprotein 3, 10kDa","hs|21q22.3"
"ENST00000460259","+","NDUFV3","NADH dehydrogenase (ubiquinone) flavoprotein 3, 10kDa","hs|21q22.3"
"ENST00000460265","+","LMNB1","lamin B1","hs|5q23.2"
"ENST00000460276","-","NCOR1","nuclear receptor corepressor 1","hs|17p11.2"
"ENST00000460284","+","XRCC5","X-ray repair complementing defective repair in Chinese hamster cells 5 (double-strand-break rejoining)","hs|2q35"
"ENST00000460288","-","CRYGS","crystallin, gamma S","hs|3q27.3"
"ENST00000460288","-","CRYGS","crystallin, gamma S","hs|3q27.3"
"ENST00000460297","+","NME4","non-metastatic cells 4, protein expressed in","hs|16p13.3"
"ENST00000460305","-","GART","phosphoribosylglycinamide formyltransferase, phosphoribosylglycinamide synthetase, phosphoribosylaminoimidazole synthetase","hs|21q22.11"
"ENST00000460307","-","FAM136A","family with sequence similarity 136, member A","hs|2p13.3"
"ENST00000460314","+","TRAF3IP3","TRAF3 interacting protein 3","hs|1q32.2"
"ENST00000460314","+","TRAF3IP3","TRAF3 interacting protein 3","hs|1q32.2"
"ENST00000460338","-","KDELC1","KDEL (Lys-Asp-Glu-Leu) containing 1","hs|13q33.1"
"ENST00000460355","+","NBEAL1","neurobeachin-like 1","hs|2q33.2"
"ENST00000460355","+","NBEAL1","neurobeachin-like 1","hs|2q33.2"
"ENST00000460369","-","SLC2A1","solute carrier family 2 (facilitated glucose transporter), member 1","hs|1p34.2"
"ENST00000460380","-","C17orf108","chromosome 17 open reading frame 108","hs|17q11.2"
"ENST00000460402","-","GNB1L","guanine nucleotide binding protein (G protein), beta polypeptide 1-like","hs|22q11.21"
"ENST00000460403","+","POMP","proteasome maturation protein","hs|13q12.3"
"ENST00000460409","-","NACAD","NAC alpha domain containing","hs|7p13"
"ENST00000460450","+","TTL","tubulin tyrosine ligase","hs|2q13"
"ENST00000460462","-","RAP2C","RAP2C, member of RAS oncogene family","hs|Xq26.2"
"ENST00000460469","+","NMD3","NMD3 homolog (S. cerevisiae)","hs|3q26.1"
"ENST00000460487","+","C2","complement component 2","hs|6p21.33"
"ENST00000460508","-","LBX2","ladybird homeobox 2","hs|2p13.1"
"ENST00000460509","+","VBP1","von Hippel-Lindau binding protein 1","hs|Xq28"
"ENST00000460524","-","C22orf36","chromosome 22 open reading frame 36","hs|22q11.23"
"ENST00000460540","-","IP6K1","inositol hexakisphosphate kinase 1","hs|3p21.31"
"ENST00000460543","+","CCDC24","coiled-coil domain containing 24","hs|1p34.1"
"ENST00000460589","-","RPL3","ribosomal protein L3","hs|22q13.1"
"ENST00000460601","+","TH1L","TH1-like (Drosophila)","hs|20q13.32"
"ENST00000460604","-","HIVEP3","human immunodeficiency virus type I enhancer binding protein 3","hs|1p34.2"
"ENST00000460618","+","UTRN","utrophin","hs|6q24.2"
"ENST00000460624","-","PM20D1","peptidase M20 domain containing 1","hs|1q32.1"
"ENST00000460640","+","MRPS18B","mitochondrial ribosomal protein S18B","hs|6p21.33"
"ENST00000460646","-","LRRFIP2","leucine rich repeat (in FLII) interacting protein 2","hs|3p22.2"
"ENST00000460657","+","CPNE6","copine VI (neuronal)","hs|14q11.2"
"ENST00000460668","+","STX4","syntaxin 4","hs|16p11.2"
"ENST00000460669","+","RBBP4","retinoblastoma binding protein 4","hs|1p35.1"
"ENST00000460678","+","EFCAB7","EF-hand calcium binding domain 7","hs|1p31.3"
"ENST00000460680","-","BAP1","BRCA1 associated protein-1 (ubiquitin carboxy-terminal hydrolase)","hs|3p21.1"
"ENST00000460685","-","C15orf38","chromosome 15 open reading frame 38","hs|15q26.1"
"ENST00000460685","-","C15orf38","chromosome 15 open reading frame 38","hs|15q26.1"
"ENST00000460713","+","SLC35A5","solute carrier family 35, member A5","hs|3q13.2"
"ENST00000460725","+","PSD4","pleckstrin and Sec7 domain containing 4","hs|2q13"
"ENST00000460734","+","ADARB1","adenosine deaminase, RNA-specific, B1","hs|21q22.3"
"ENST00000460740","+","NDUFV3","NADH dehydrogenase (ubiquinone) flavoprotein 3, 10kDa","hs|21q22.3"
"ENST00000460745","+","SLC22A11","solute carrier family 22 (organic anion/urate transporter), member 11","hs|11q13.1"
"ENST00000460749","+","NT5DC1","5'-nucleotidase domain containing 1","hs|6q22.1"
"ENST00000460761","+","RPS9","ribosomal protein S9","hs|19q13.42"
"ENST00000460765","+","CSNK2B","casein kinase 2, beta polypeptide","hs|6p21.33"
"ENST00000460770","-","SYPL1","synaptophysin-like 1","hs|7q22.3"
"ENST00000460787","-","KLHL35","kelch-like 35 (Drosophila)","hs|11q13.4"
"ENST00000460797","-","ITGB5","integrin, beta 5","hs|3q21.2"
"ENST00000460803","-","MED8","mediator complex subunit 8","hs|1p34.2"
"ENST00000460812","+","TNFAIP6","tumor necrosis factor, alpha-induced protein 6","hs|2q23.3"
"ENST00000460820","+","ATP5C1","ATP synthase, H+ transporting, mitochondrial F1 complex, gamma polypeptide 1","hs|10p14"
"ENST00000460822","+","HPS3","Hermansky-Pudlak syndrome 3","hs|3q24"
"ENST00000460822","+","HPS3","Hermansky-Pudlak syndrome 3","hs|3q24"
"ENST00000460871","+","FAM189A2","family with sequence similarity 189, member A2","hs|9q21.11"
"ENST00000460887","-","AMPH","amphiphysin","hs|7p14.1"
"ENST00000460891","-","DZANK1","double zinc ribbon and ankyrin repeat domains 1","hs|20p11.23"
"ENST00000460891","-","DZANK1","double zinc ribbon and ankyrin repeat domains 1","hs|20p11.23"
"ENST00000460921","-","ACOX2","acyl-CoA oxidase 2, branched chain","hs|3p14.3"
"ENST00000460936","+","NIPSNAP3B","nipsnap homolog 3B (C. elegans)","hs|9q31.1"
"ENST00000460943","+","LAT2","linker for activation of T cells family, member 2","hs|7q11.23"
"ENST00000460980","-","FASTK","Fas-activated serine/threonine kinase","hs|7q36.1"
"ENST00000461013","+","SLC22A5","solute carrier family 22 (organic cation/carnitine transporter), member 5","hs|5q31.1"
"ENST00000461038","+","ZCCHC7","zinc finger, CCHC domain containing 7","hs|9p13.2"
"ENST00000461039","+","EFCAB7","EF-hand calcium binding domain 7","hs|1p31.3"
"ENST00000461043","+","ERGIC3","ERGIC and golgi 3","hs|20q11.22"
"ENST00000461067","+","HSD17B8","hydroxysteroid (17-beta) dehydrogenase 8","hs|6p21.32"
"ENST00000461084","+","KLHL18","kelch-like 18 (Drosophila)","hs|3p21.31"
"ENST00000461086","-","TNNC1","troponin C type 1 (slow)","hs|3p21.1"
"ENST00000461102","+","COQ4","coenzyme Q4 homolog (S. cerevisiae)","hs|9q34.11"
"ENST00000461107","-","FAM9B","family with sequence similarity 9, member B","hs|Xp22.31"
"ENST00000461111","+","AGRN","agrin","hs|1p36.33"
"ENST00000461111","+","AGRN","agrin","hs|1p36.33"
"ENST00000461125","+","ACTL6A","actin-like 6A","hs|3q26.33"
"ENST00000461130","+","C6orf136","chromosome 6 open reading frame 136","hs|6p21.33"
"ENST00000461131","+","FAM71F2","family with sequence similarity 71, member F2","hs|7q32.1"
"ENST00000461134","+","TTPAL","tocopherol (alpha) transfer protein-like","hs|20q13.12"
"ENST00000461159","+","HDAC9","histone deacetylase 9","hs|7p21.1"
"ENST00000461160","+","TCL1B","T-cell leukemia/lymphoma 1B","hs|14q32.13"
"ENST00000461160","+","TCL6","T-cell leukemia/lymphoma 6 (non-protein coding)","hs|14q32.13"
"ENST00000461166","+","TIPARP","TCDD-inducible poly(ADP-ribose) polymerase","hs|3q25.31"
"ENST00000461177","+","NIPSNAP3B","nipsnap homolog 3B (C. elegans)","hs|9q31.1"
"ENST00000461179","+","AXDND1","axonemal dynein light chain domain containing 1","hs|1q25.2"
"ENST00000461188","-","TBC1D20","TBC1 domain family, member 20","hs|20p13"
"ENST00000461198","-","TMEM155","transmembrane protein 155","hs|4q27"
"ENST00000461227","-","VARS","valyl-tRNA synthetase","hs|6p21.33"
"ENST00000461251","+","CXorf57","chromosome X open reading frame 57","hs|Xq22.3"
"ENST00000461286","-","RFPL1-AS1","RFPL1 antisense RNA 1 (non-protein coding)","hs|22q12.2"
"ENST00000461304","-","TBC1D20","TBC1 domain family, member 20","hs|20p13"
"ENST00000461304","-","TBC1D20","TBC1 domain family, member 20","hs|20p13"
"ENST00000461330","-","PECR","peroxisomal trans-2-enoyl-CoA reductase","hs|2q35"
"ENST00000461356","-","CDK5RAP1","CDK5 regulatory subunit associated protein 1","hs|20q11.21"
"ENST00000461371","+","CYP20A1","cytochrome P450, family 20, subfamily A, polypeptide 1","hs|2q33.2"
"ENST00000461371","+","CYP20A1","cytochrome P450, family 20, subfamily A, polypeptide 1","hs|2q33.2"
"ENST00000461386","+","CEP250","centrosomal protein 250kDa","hs|20q11.22"
"ENST00000461387","-","FCRL5","Fc receptor-like 5","hs|1q23.1"
"ENST00000461387","-","FCRL5","Fc receptor-like 5","hs|1q23.1"
"ENST00000461402","-","TMEM234","transmembrane protein 234","hs|1p35.1"
"ENST00000461414","+","PLG","plasminogen","hs|6q26"
"ENST00000461414","+","PLG","plasminogen","hs|6q26"
"ENST00000461424","+","GHRHR","growth hormone releasing hormone receptor","hs|7p14.3"
"ENST00000461438","-","SFXN4","sideroflexin 4","hs|10q26.11"
"ENST00000461453","+","OR2H1","olfactory receptor, family 2, subfamily H, member 1","hs|6p22.1"
"ENST00000461471","+","OR2A9P","olfactory receptor, family 2, subfamily A, member 9 pseudogene","hs|7q35"
"ENST00000461472","+","GATA3","GATA binding protein 3","hs|10p14"
"ENST00000461474","+","PLEKHA3","pleckstrin homology domain containing, family A (phosphoinositide binding specific) member 3","hs|2q31.2"
"ENST00000461487","-","SLC22A16","solute carrier family 22 (organic cation/carnitine transporter), member 16","hs|6q21"
"ENST00000461531","+","WDR54","WD repeat domain 54","hs|2p13.1"
"ENST00000461539","-","C9orf78","chromosome 9 open reading frame 78","hs|9q34.11"
"ENST00000461547","-","ZBP1","Z-DNA binding protein 1","hs|20q13.31"
"ENST00000461547","-","ZBP1","Z-DNA binding protein 1","hs|20q13.31"
"ENST00000461580","+","CAMTA1","calmodulin binding transcription activator 1","hs|1p36.31"
"ENST00000461584","+","RPS18","ribosomal protein S18","hs|6p21.32"
"ENST00000461596","-","ECEL1P2","endothelin converting enzyme-like 1, pseudogene 2","hs|2q37.1"
"ENST00000461616","-","SLC12A8","solute carrier family 12 (potassium/chloride transporters), member 8","hs|3q21.2"
"ENST00000461646","+","DLG3","discs, large homolog 3 (Drosophila)","hs|Xq13.1"
"ENST00000461675","-","MRPS31","mitochondrial ribosomal protein S31","hs|13q14.11"
"ENST00000461679","-","C9orf72","chromosome 9 open reading frame 72","hs|9p21.2"
"ENST00000461695","+","TF","transferrin","hs|3q22.1"
"ENST00000461695","+","TF","transferrin","hs|3q22.1"
"ENST00000461727","+","ESPN","espin","hs|1p36.31"
"ENST00000461803","-","C6orf168","chromosome 6 open reading frame 168","hs|6q16.2"
"ENST00000461808","+","BCRP2","breakpoint cluster region pseudogene 2","hs|22q11.21"
"ENST00000461808","+","BCRP2","breakpoint cluster region pseudogene 2","hs|22q11.21"
"ENST00000461809","+","SLC2A11","solute carrier family 2 (facilitated glucose transporter), member 11","hs|22q11.23"
"ENST00000461811","-","SH3GLB2","SH3-domain GRB2-like endophilin B2","hs|9q34.11"
"ENST00000461820","+","CFLAR","CASP8 and FADD-like apoptosis regulator","hs|2q33.1"
"ENST00000461828","+","CPA5","carboxypeptidase A5","hs|7q32.2"
"ENST00000461845","+","RNF181","ring finger protein 181","hs|2p11.2"
"ENST00000461897","-","COL4A6","collagen, type IV, alpha 6","hs|Xq22.3"
"ENST00000461923","-","KRT40","keratin 40","hs|17q21.2"
"ENST00000461939","+","HLA-F","major histocompatibility complex, class I, F","hs|6p22.1"
"ENST00000461945","+","LRRC16A","leucine rich repeat containing 16A","hs|6p22.2"
"ENST00000461952","+","RPL5","ribosomal protein L5","hs|1p22.1"
"ENST00000461963","+","HBP1","HMG-box transcription factor 1","hs|7q22.3"
"ENST00000461970","-","TTF1","transcription termination factor, RNA polymerase I","hs|9q34.13"
"ENST00000461985","+","CDA","cytidine deaminase","hs|1p36.12"
"ENST00000461994","-","B3GALNT2","beta-1,3-N-acetylgalactosaminyltransferase 2","hs|1q42.3"
"ENST00000462003","+","RAB10","RAB10, member RAS oncogene family","hs|2p23.3"
"ENST00000462044","-","CD300LF","CD300 molecule-like family member f","hs|17q25.1"
"ENST00000462067","-","MRPS15","mitochondrial ribosomal protein S15","hs|1p34.3"
"ENST00000462100","-","HLA-B","major histocompatibility complex, class I, B","hs|6p21.33"
"ENST00000462125","+","C9orf3","chromosome 9 open reading frame 3","hs|9q22.32"
"ENST00000462133","+","CCT6A","chaperonin containing TCP1, subunit 6A (zeta 1)","hs|7p11.2"
"ENST00000462134","-","DPY19L1","dpy-19-like 1 (C. elegans)","hs|7p14.2"
"ENST00000462159","-","SASS6","spindle assembly 6 homolog (C. elegans)","hs|1p21.2"
"ENST00000462174","-","RXRB","retinoid X receptor, beta","hs|6p21.32"
"ENST00000462188","+","PPIL2","peptidylprolyl isomerase (cyclophilin)-like 2","hs|22q11.21"
"ENST00000462189","-","MOGS","mannosyl-oligosaccharide glucosidase","hs|2p13.1"
"ENST00000462189","-","MOGS","mannosyl-oligosaccharide glucosidase","hs|2p13.1"
"ENST00000462193","+","CNPY4","canopy 4 homolog (zebrafish)","hs|7q22.1"
"ENST00000462207","-","PBRM1","polybromo 1","hs|3p21.1"
"ENST00000462225","-","HLA-DMA","major histocompatibility complex, class II, DM alpha","hs|6p21.32"
"ENST00000462231","+","PARD3B","par-3 partitioning defective 3 homolog B (C. elegans)","hs|2q33.3"
"ENST00000462238","+","RPL23AP82","ribosomal protein L23a pseudogene 82","hs|22q13.33"
"ENST00000462263","-","TWISTNB","TWIST neighbor","hs|7p21.1"
"ENST00000462274","+","DYRK1A","dual-specificity tyrosine-(Y)-phosphorylation regulated kinase 1A","hs|21q22.13"
"ENST00000462283","-","NEK2","NIMA (never in mitosis gene a)-related kinase 2","hs|1q32.3"
"ENST00000462289","-","VPS36","vacuolar protein sorting 36 homolog (S. cerevisiae)","hs|13q14.3"
"ENST00000462332","+","GTPBP1","GTP binding protein 1","hs|22q13.1"
"ENST00000462348","+","RPL7L1","ribosomal protein L7-like 1","hs|6p21.1"
"ENST00000462348","+","RPL7L1","ribosomal protein L7-like 1","hs|6p21.1"
"ENST00000462349","-","CBS","cystathionine-beta-synthase","hs|21q22.3"
"ENST00000462354","-","OLFM3","olfactomedin 3","hs|1p21.1"
"ENST00000462356","-","LRRC47","leucine rich repeat containing 47","hs|1p36.32"
"ENST00000462384","-","TMX4","thioredoxin-related transmembrane protein 4","hs|20p12.3"
"ENST00000462389","-","PIGU","phosphatidylinositol glycan anchor biosynthesis, class U","hs|20q11.22"
"ENST00000462392","+","IMP4","IMP4, U3 small nucleolar ribonucleoprotein, homolog (yeast)","hs|2q21.1"
"ENST00000462394","+","LDLRAP1","low density lipoprotein receptor adaptor protein 1","hs|1p36.11"
"ENST00000462395","-","COBL","cordon-bleu homolog (mouse)","hs|7p12.1"
"ENST00000462395","-","COBL","cordon-bleu homolog (mouse)","hs|7p12.1"
"ENST00000462430","-","RPS27L","ribosomal protein S27-like","hs|15q22.2"
"ENST00000462434","-","SEC31B","SEC31 homolog B (S. cerevisiae)","hs|10q24.31"
"ENST00000462445","+","SRGN","serglycin","hs|10q22.1"
"ENST00000462474","-","LEPRE1","leucine proline-enriched proteoglycan (leprecan) 1","hs|1p34.2"
"ENST00000462483","+","CDK16","cyclin-dependent kinase 16","hs|Xp11.23"
"ENST00000462491","-","ELMO2","engulfment and cell motility 2","hs|20q13.12"
"ENST00000462493","-","FAM65C","family with sequence similarity 65, member C","hs|20q13.13"
"ENST00000462494","-","ACTB","actin, beta","hs|7p22.1"
"ENST00000462521","+","CCDC27","coiled-coil domain containing 27","hs|1p36.32"
"ENST00000462552","+","MACROD2","MACRO domain containing 2","hs|20p12.1"
